GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel
107,2026.03.06,White,eladin89,Loss,180+2,eladin89 won on time,37,Middlegame,e1c1,555,47,508,508,Blunder
107,2026.03.06,White,eladin89,Loss,180+2,eladin89 won on time,57,Middlegame,g4g5,85,-436,521,521,Blunder
107,2026.03.06,White,eladin89,Loss,180+2,eladin89 won on time,59,Middlegame,g5h6,162,-420,582,582,Blunder
109,2026.03.06,Black,adamc46,Win,180+2,KatsMeow23 won by checkmate,88,Middlegame,g7f7,937,567,370,370,Blunder
109,2026.03.06,Black,adamc46,Win,180+2,KatsMeow23 won by checkmate,92,Middlegame,g4h6,757,384,373,373,Blunder
109,2026.03.06,Black,adamc46,Win,180+2,KatsMeow23 won by checkmate,124,Middlegame,h1h2,621,257,364,364,Blunder
109,2026.03.06,Black,adamc46,Win,180+2,KatsMeow23 won by checkmate,142,Endgame,e4c4,9999,744,9255,1000,Blunder
110,2026.03.06,White,FuzzeyBlaze,Loss,180+2,FuzzeyBlaze won on time,25,Middlegame,h3g4,194,-155,349,349,Blunder
110,2026.03.06,White,FuzzeyBlaze,Loss,180+2,FuzzeyBlaze won on time,83,Endgame,c2c3,9998,383,9615,1000,Blunder
112,2026.03.06,White,cagankahya0,Win,180+2,KatsMeow23 won by checkmate,33,Middlegame,f1f5,9994,-27,10021,1000,Blunder
113,2026.03.06,White,ontopi357,Win,1/86400,KatsMeow23 won by resignation,13,Opening,d1f3,294,-138,432,432,Blunder
113,2026.03.06,White,ontopi357,Win,1/86400,KatsMeow23 won by resignation,15,Opening,f3d3,228,-90,318,318,Blunder
115,2026.03.07,Black,Dazai30,Loss,180+2,Dazai30 won by checkmate,22,Middlegame,b4d6,59,-272,331,331,Blunder
115,2026.03.07,Black,Dazai30,Loss,180+2,Dazai30 won by checkmate,40,Middlegame,c7a7,336,18,318,318,Blunder
115,2026.03.07,Black,Dazai30,Loss,180+2,Dazai30 won by checkmate,44,Middlegame,f4g5,175,-151,326,326,Blunder
115,2026.03.07,Black,Dazai30,Loss,180+2,Dazai30 won by checkmate,74,Endgame,b5c4,179,-148,327,327,Blunder
115,2026.03.07,Black,Dazai30,Loss,180+2,Dazai30 won by checkmate,76,Endgame,c4a2,264,-9999,10263,1000,Blunder
117,2026.03.07,White,saiman1234,Loss,180+2,saiman1234 won on time,29,Middlegame,d3a6,92,-312,404,404,Blunder
117,2026.03.07,White,saiman1234,Loss,180+2,saiman1234 won on time,31,Middlegame,g2g3,534,80,454,454,Blunder
117,2026.03.07,White,saiman1234,Loss,180+2,saiman1234 won on time,39,Middlegame,c2c4,142,-238,380,380,Blunder
117,2026.03.07,White,saiman1234,Loss,180+2,saiman1234 won on time,41,Middlegame,b2b4,80,-263,343,343,Blunder
118,2026.03.07,Black,navisa13,Loss,180+2,navisa13 won on time,42,Middlegame,a6a5,173,-314,487,487,Blunder
119,2026.03.07,White,kimjonglukek,Loss,180+2,kimjonglukek won on time,13,Opening,e1g1,504,111,393,393,Blunder
119,2026.03.07,White,kimjonglukek,Loss,180+2,kimjonglukek won on time,43,Middlegame,c1g5,435,-195,630,630,Blunder
119,2026.03.07,White,kimjonglukek,Loss,180+2,kimjonglukek won on time,49,Middlegame,h4h5,470,-24,494,494,Blunder
120,2026.03.07,Black,Naga_Srinivas,Loss,600,Naga_Srinivas won by resignation,48,Middlegame,g5b5,-25,-663,638,638,Blunder
121,2026.03.07,White,spleefer420,Win,180+2,KatsMeow23 won by resignation,19,Opening,b5c3,701,103,598,598,Blunder
121,2026.03.07,White,spleefer420,Win,180+2,KatsMeow23 won by resignation,49,Middlegame,g1h2,264,-332,596,596,Blunder
121,2026.03.07,White,spleefer420,Win,180+2,KatsMeow23 won by resignation,75,Endgame,f6f3,139,-230,369,369,Blunder
124,2026.03.07,Black,shamwowwwwww,Win,180+2,KatsMeow23 won by checkmate,52,Middlegame,a8c8,745,380,365,365,Blunder
124,2026.03.07,Black,shamwowwwwww,Win,180+2,KatsMeow23 won by checkmate,74,Endgame,c5c4,9998,820,9178,1000,Blunder
124,2026.03.07,Black,shamwowwwwww,Win,180+2,KatsMeow23 won by checkmate,80,Endgame,f3g3,9999,995,9004,1000,Blunder
124,2026.03.07,Black,shamwowwwwww,Win,180+2,KatsMeow23 won by checkmate,84,Endgame,g3h2,9995,879,9116,1000,Blunder
125,2026.03.07,Black,ajpj12,Loss,180+2,ajpj12 won by resignation,58,Middlegame,c7b6,-25,-538,513,513,Blunder
126,2026.03.08,White,stev123321,Loss,180+2,stev123321 won on time,45,Endgame,g1g2,-729,-1159,430,430,Blunder
126,2026.03.08,White,stev123321,Loss,180+2,stev123321 won on time,47,Endgame,g2g3,-798,-9997,9199,1000,Blunder
127,2026.03.04,White,Nombrefake2,Win,1/86400,KatsMeow23 won by resignation,35,Middlegame,e6e3,353,13,340,340,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,24,Middlegame,a8a7,354,-42,396,396,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,28,Middlegame,c8e6,423,-48,471,471,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,76,Middlegame,e7f5,9994,927,9067,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,82,Middlegame,c2g6,9997,943,9054,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,86,Middlegame,d4f3,9998,811,9187,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,94,Middlegame,d5h1,9998,1032,8966,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,98,Middlegame,f3e3,9998,883,9115,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,106,Middlegame,b3b2,9999,1258,8741,1000,Blunder
128,2026.03.08,Black,FrulaMira,Win,180+2,KatsMeow23 won by checkmate,110,Endgame,h1g2,9992,1002,8990,1000,Blunder
129,2026.03.09,White,Hellterrorx1234,Draw,180+2,Game drawn by repetition,31,Middlegame,c3a4,193,-205,398,398,Blunder
129,2026.03.09,White,Hellterrorx1234,Draw,180+2,Game drawn by repetition,85,Middlegame,e8d8,511,-4,515,515,Blunder
130,2026.03.06,White,shrey4353l,Win,1/86400,KatsMeow23 won by resignation,51,Endgame,b1d1,498,-308,806,806,Blunder
130,2026.03.06,White,shrey4353l,Win,1/86400,KatsMeow23 won by resignation,57,Endgame,f1g1,429,-9997,10426,1000,Blunder
130,2026.03.06,White,shrey4353l,Win,1/86400,KatsMeow23 won by resignation,59,Endgame,b5a7,221,-9997,10218,1000,Blunder
130,2026.03.06,White,shrey4353l,Win,1/86400,KatsMeow23 won by resignation,61,Endgame,d4g4,226,-9997,10223,1000,Blunder
131,2026.03.09,White,orthobro555,Loss,180+2,orthobro555 won by checkmate,11,Opening,f2f3,80,-595,675,675,Blunder
131,2026.03.09,White,orthobro555,Loss,180+2,orthobro555 won by checkmate,71,Middlegame,b3c4,-922,-9999,9077,1000,Blunder
133,2026.03.09,Black,ali_2561,Loss,180+2,ali_2561 won by checkmate,30,Middlegame,c8b7,22,-417,439,439,Blunder
133,2026.03.09,Black,ali_2561,Loss,180+2,ali_2561 won by checkmate,46,Middlegame,e6a2,127,-341,468,468,Blunder
133,2026.03.09,Black,ali_2561,Loss,180+2,ali_2561 won by checkmate,66,Endgame,b6a7,9997,-9999,19996,1000,Blunder
137,2026.03.10,Black,PietVerdriet95,Loss,180+2,PietVerdriet95 won by checkmate,56,Middlegame,d8c8,-88,-452,364,364,Blunder
137,2026.03.10,Black,PietVerdriet95,Loss,180+2,PietVerdriet95 won by checkmate,70,Middlegame,f7g8,-608,-9997,9389,1000,Blunder
137,2026.03.10,Black,PietVerdriet95,Loss,180+2,PietVerdriet95 won by checkmate,72,Endgame,b1b4,-654,-9997,9343,1000,Blunder
137,2026.03.10,Black,PietVerdriet95,Loss,180+2,PietVerdriet95 won by checkmate,74,Endgame,g8h7,-699,-9996,9297,1000,Blunder
137,2026.03.10,Black,PietVerdriet95,Loss,180+2,PietVerdriet95 won by checkmate,90,Endgame,h4h3,-1050,-9999,8949,1000,Blunder
138,2026.03.04,Black,valdilutik,Loss,1/86400,valdilutik won by resignation,28,Middlegame,a7b6,176,-201,377,377,Blunder
138,2026.03.04,Black,valdilutik,Loss,1/86400,valdilutik won by resignation,48,Middlegame,h7h6,9997,365,9632,1000,Blunder
138,2026.03.04,Black,valdilutik,Loss,1/86400,valdilutik won by resignation,50,Middlegame,a5a3,9995,208,9787,1000,Blunder
138,2026.03.04,Black,valdilutik,Loss,1/86400,valdilutik won by resignation,54,Middlegame,a8d8,434,-52,486,486,Blunder
139,2026.03.10,White,Ranablu,Loss,600,Ranablu won by resignation,27,Middlegame,f2f3,203,-180,383,383,Blunder
139,2026.03.10,White,Ranablu,Loss,600,Ranablu won by resignation,29,Middlegame,a3b4,43,-481,524,524,Blunder
140,2026.03.10,Black,A_P_A_L_A_K,Win,180+2,KatsMeow23 won by resignation,28,Middlegame,c4b2,380,0,380,380,Blunder
140,2026.03.10,Black,A_P_A_L_A_K,Win,180+2,KatsMeow23 won by resignation,34,Middlegame,f6d5,742,194,548,548,Blunder
140,2026.03.10,Black,A_P_A_L_A_K,Win,180+2,KatsMeow23 won by resignation,36,Middlegame,e4a4,9996,261,9735,1000,Blunder
141,2026.03.10,White,traver101,Win,180+2,KatsMeow23 won by checkmate,53,Endgame,f5g6,9997,1032,8965,1000,Blunder
143,2026.03.10,Black,DaChessmaster3000,Loss,180+2,DaChessmaster3000 won on time,22,Middlegame,d4e2,453,53,400,400,Blunder
143,2026.03.10,Black,DaChessmaster3000,Loss,180+2,DaChessmaster3000 won on time,46,Endgame,g7g6,351,34,317,317,Blunder
143,2026.03.10,Black,DaChessmaster3000,Loss,180+2,DaChessmaster3000 won on time,48,Endgame,e7g5,17,-342,359,359,Blunder
144,2026.03.10,Black,andymox004,Win,180+2,KatsMeow23 won by resignation,36,Middlegame,g8e8,659,310,349,349,Blunder
145,2026.03.10,White,kardec45,Loss,600,kardec45 won by checkmate,41,Middlegame,f2f4,410,12,398,398,Blunder
145,2026.03.10,White,kardec45,Loss,600,kardec45 won by checkmate,45,Middlegame,g4h5,504,-24,528,528,Blunder
145,2026.03.10,White,kardec45,Loss,600,kardec45 won by checkmate,51,Middlegame,f4f5,466,-180,646,646,Blunder
145,2026.03.10,White,kardec45,Loss,600,kardec45 won by checkmate,75,Endgame,e3d4,-369,-9998,9629,1000,Blunder
148,2026.03.10,Black,def409,Loss,180+2,def409 won by checkmate,12,Opening,a5c4,491,-9999,10490,1000,Blunder
149,2026.03.10,Black,khaled_kerm,Loss,180+2,khaled_kerm won by checkmate,90,Endgame,e5f5,-1033,-9994,8961,1000,Blunder
150,2026.03.10,Black,Giankioski,Loss,180+2,Giankioski won by checkmate,24,Middlegame,e5e4,-462,-798,336,336,Blunder
150,2026.03.10,Black,Giankioski,Loss,180+2,Giankioski won by checkmate,28,Middlegame,e7d8,-375,-9995,9620,1000,Blunder
150,2026.03.10,Black,Giankioski,Loss,180+2,Giankioski won by checkmate,30,Middlegame,d8e7,-658,-1006,348,348,Blunder
150,2026.03.10,Black,Giankioski,Loss,180+2,Giankioski won by checkmate,32,Middlegame,e7d8,-1060,-9995,8935,1000,Blunder
151,2026.03.10,White,jaasonjones,Loss,180+2,jaasonjones won by checkmate,39,Middlegame,b5a6,468,-391,859,859,Blunder
151,2026.03.10,White,jaasonjones,Loss,180+2,jaasonjones won by checkmate,59,Endgame,g2h2,-350,-9993,9643,1000,Blunder
151,2026.03.10,White,jaasonjones,Loss,180+2,jaasonjones won by checkmate,61,Endgame,h2h6,-553,-9999,9446,1000,Blunder
152,2026.03.10,Black,gsilva1215,Loss,600,gsilva1215 won by resignation,30,Middlegame,c6a5,-94,-436,342,342,Blunder
152,2026.03.10,Black,gsilva1215,Loss,600,gsilva1215 won by resignation,70,Endgame,f3d4,-589,-9999,9410,1000,Blunder
154,2026.03.10,White,Jebz-fr,Loss,1/86400,Jebz-fr won by resignation,35,Middlegame,e4f6,394,23,371,371,Blunder
154,2026.03.10,White,Jebz-fr,Loss,1/86400,Jebz-fr won by resignation,41,Endgame,f4e3,-207,-9998,9791,1000,Blunder
155,2026.03.12,White,Jeszicat,Draw,180+2,Game drawn by stalemate,95,Middlegame,f3d4,191,-194,385,385,Blunder
155,2026.03.12,White,Jeszicat,Draw,180+2,Game drawn by stalemate,97,Middlegame,d4b3,-1,-488,487,487,Blunder
155,2026.03.12,White,Jeszicat,Draw,180+2,Game drawn by stalemate,139,Endgame,f2e2,-9,-616,607,607,Blunder
155,2026.03.12,White,Jeszicat,Draw,180+2,Game drawn by stalemate,141,Endgame,f1e1,-24,-435,411,411,Blunder
156,2026.03.12,Black,mlemich25,Loss,180+2,mlemich25 won on time,36,Middlegame,b8a7,452,-338,790,790,Blunder
157,2026.03.12,Black,islamilen,Loss,180+2,islamilen won on time,20,Opening,f6e4,314,-245,559,559,Blunder
157,2026.03.12,Black,islamilen,Loss,180+2,islamilen won on time,22,Middlegame,d7d5,-289,-594,305,305,Blunder
157,2026.03.12,Black,islamilen,Loss,180+2,islamilen won on time,36,Middlegame,e5e4,381,-229,610,610,Blunder
157,2026.03.12,Black,islamilen,Loss,180+2,islamilen won on time,52,Endgame,c5e7,320,-9999,10319,1000,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,33,Middlegame,b5d3,572,-437,1009,1000,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,71,Middlegame,f4g3,9996,526,9470,1000,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,77,Middlegame,f5e5,527,-773,1300,1000,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,89,Middlegame,f5c2,346,-280,626,626,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,97,Endgame,g2g3,401,-226,627,627,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,99,Endgame,h2h3,374,-248,622,622,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,101,Endgame,g3g4,410,-149,559,559,Blunder
159,2026.03.12,White,hema980,Loss,180+2,hema980 won on time,103,Endgame,a2a3,41,-266,307,307,Blunder
160,2026.03.12,Black,hema980,Loss,180+2,hema980 won on time,34,Middlegame,f6f5,85,-446,531,531,Blunder
160,2026.03.12,Black,hema980,Loss,180+2,hema980 won on time,40,Middlegame,f6g6,-157,-492,335,335,Blunder
161,2026.03.12,Black,Koko0519,Loss,180+2,Koko0519 won on time,48,Endgame,b7f3,410,-169,579,579,Blunder
162,2026.03.10,Black,1joke11,Win,1/86400,KatsMeow23 won by resignation,24,Middlegame,d7d6,726,290,436,436,Blunder
163,2026.02.28,Black,adamhofer,Win,1/259200,KatsMeow23 won on time,16,Opening,f8d6,288,-364,652,652,Blunder
164,2026.03.10,Black,ItsJoeAgain,Win,1/86400,KatsMeow23 won by resignation,24,Middlegame,b5b4,9,-353,362,362,Blunder
165,2026.03.12,White,jbrum11,Win,180+2,KatsMeow23 won by resignation,39,Middlegame,f3f4,202,-195,397,397,Blunder
167,2026.03.13,White,MurodjonR,Win,180+2,KatsMeow23 won by checkmate,49,Endgame,a1e1,-620,-9999,9379,1000,Blunder
168,2026.03.13,Black,MurodjonR,Loss,180+2,MurodjonR won on time,24,Middlegame,g8h8,137,-356,493,493,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,53,Middlegame,e5f6,117,-261,378,378,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,61,Endgame,f2f6,469,108,361,361,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,67,Endgame,e8e4,603,217,386,386,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,69,Endgame,e4b7,9999,211,9788,1000,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,71,Endgame,h6h5,374,-19,393,393,Blunder
170,2026.03.13,White,fabioflores,Loss,180+2,fabioflores won on time,75,Endgame,h2g1,-1,-326,325,325,Blunder
173,2026.03.14,Black,fregavaraojo,Win,900+10,KatsMeow23 won on time,10,Opening,e7e6,-162,-500,338,338,Blunder
174,2026.03.14,White,eirpoo,Loss,180+2,eirpoo won on time,57,Middlegame,h2g1,409,-127,536,536,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,39,Middlegame,g1h1,509,22,487,487,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,45,Middlegame,a5c3,470,32,438,438,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,47,Middlegame,a2a3,557,125,432,432,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,49,Middlegame,f2f3,553,91,462,462,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,57,Middlegame,f3f2,601,-398,999,999,Blunder
175,2026.03.14,White,vedujiballeballe,Loss,180+2,vedujiballeballe won on time,69,Middlegame,h2h3,0,-599,599,599,Blunder
176,2026.03.14,Black,leminhtri8880gmailcom,Win,180+2,KatsMeow23 won by resignation,34,Middlegame,e4f2,514,176,338,338,Blunder
176,2026.03.14,Black,leminhtri8880gmailcom,Win,180+2,KatsMeow23 won by resignation,38,Middlegame,g8f7,263,-127,390,390,Blunder
176,2026.03.14,Black,leminhtri8880gmailcom,Win,180+2,KatsMeow23 won by resignation,42,Middlegame,f8f5,16,-349,365,365,Blunder
177,2026.03.14,Black,Solvur,Loss,180+2,Solvur won by resignation,58,Middlegame,f8e8,709,-308,1017,1000,Blunder
177,2026.03.14,Black,Solvur,Loss,180+2,Solvur won by resignation,60,Middlegame,b6e6,-279,-729,450,450,Blunder
177,2026.03.14,Black,Solvur,Loss,180+2,Solvur won by resignation,118,Endgame,c8b8,-894,-9993,9099,1000,Blunder
178,2026.03.14,White,Sealpichon,Loss,180+2,Sealpichon won on time,35,Middlegame,e1e5,403,-195,598,598,Blunder
178,2026.03.14,White,Sealpichon,Loss,180+2,Sealpichon won on time,93,Endgame,b3b4,-974,-9997,9023,1000,Blunder
179,2026.03.14,White,tayjking1,Loss,180+2,tayjking1 won by checkmate,19,Opening,a8d5,241,-238,479,479,Blunder
179,2026.03.14,White,tayjking1,Loss,180+2,tayjking1 won by checkmate,47,Endgame,d4e5,-474,-932,458,458,Blunder
179,2026.03.14,White,tayjking1,Loss,180+2,tayjking1 won by checkmate,51,Endgame,g1h1,-477,-9998,9521,1000,Blunder
180,2026.03.14,Black,kouazzi,Loss,900+10,kouazzi won on time,64,Endgame,f6g5,141,-323,464,464,Blunder
180,2026.03.14,Black,kouazzi,Loss,900+10,kouazzi won on time,68,Endgame,e2g3,-29,-441,412,412,Blunder
180,2026.03.14,Black,kouazzi,Loss,900+10,kouazzi won on time,78,Endgame,g7b2,-492,-853,361,361,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,40,Middlegame,c3b4,9998,252,9746,1000,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,56,Middlegame,e4g5,559,231,328,328,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,68,Middlegame,a5a4,327,24,303,303,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,74,Middlegame,a5b4,628,-88,716,716,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,76,Middlegame,b4a4,-74,-9996,9922,1000,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,78,Middlegame,g8a8,-292,-9997,9705,1000,Blunder
181,2026.03.14,Black,TimonSM1,Win,900+10,KatsMeow23 won by checkmate,94,Endgame,e2c4,9998,870,9128,1000,Blunder
182,2026.03.15,Black,malllllooonnnnssss,Win,900+10,KatsMeow23 won by resignation,48,Middlegame,e5f3,391,-9,400,400,Blunder
182,2026.03.15,Black,malllllooonnnnssss,Win,900+10,KatsMeow23 won by resignation,62,Middlegame,d7d6,-4,-428,424,424,Blunder
182,2026.03.15,Black,malllllooonnnnssss,Win,900+10,KatsMeow23 won by resignation,82,Endgame,c6f6,473,75,398,398,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,46,Middlegame,f6f5,162,-225,387,387,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,58,Middlegame,a5b3,457,75,382,382,Blunder
183,2026.03.15,Black,letsplayholii,Loss,900+10,letsplayholii won on time,98,Endgame,g5g4,-9,-508,499,499,Blunder
184,2026.03.15,White,welcoming,Loss,180+2,welcoming won on time,31,Middlegame,h4g6,106,-248,354,354,Blunder
185,2026.03.15,White,masteroflegends94,Loss,180+2,masteroflegends94 won on time,45,Endgame,g3f4,294,-192,486,486,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,34,Middlegame,d7f6,321,-92,413,413,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,36,Middlegame,d8e8,358,-126,484,484,Blunder
187,2026.03.15,Black,Copperhills,Win,180+2,KatsMeow23 won by checkmate,38,Middlegame,b8b7,548,-132,680,680,Blunder
188,2026.03.15,White,fonfino,Win,180+2,KatsMeow23 won on time,23,Middlegame,b3c2,9999,389,9610,1000,Blunder
191,2026.03.16,White,Gitanazo,Win,180+2,KatsMeow23 won on time,23,Middlegame,b2b4,172,-399,571,571,Blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,28,Middlegame,e8g8,125,-280,405,405,Blunder
192,2026.03.16,Black,Dancing_Rat1234,Win,180+2,KatsMeow23 won by checkmate,76,Middlegame,f3c6,9996,539,9457,1000,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,34,Middlegame,g6f5,167,-502,669,669,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,68,Endgame,a6a1,522,-187,709,709,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,72,Endgame,f4e3,564,179,385,385,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,80,Endgame,a1h1,9999,-2,10001,1000,Blunder
193,2026.03.16,Black,tomkellyshow,Loss,180+2,tomkellyshow won on time,82,Endgame,h1h2,9999,309,9690,1000,Blunder
